date,state,positive
2020-03-28,MD,992
2020-03-28,MA,4158
2020-03-28,LA,3315
2020-03-28,KY,302
2020-03-28,KS,261
2020-03-28,IN,1232
2020-03-28,IL,3491
2020-03-28,ID,230
2020-03-28,IA,298
2020-03-28,HI,120
2020-03-28,GU,55
2020-03-28,GA,2366
2020-03-28,FL,3179
2020-03-28,DE,214
2020-03-28,DC,304
2020-03-28,CT,1524
2020-03-28,CO,2061
2020-03-28,CA,4643
2020-03-28,AZ,873
2020-03-28,AR,404
2020-03-28,AL,696
2020-03-28,AK,91
2020-03-29,WY,86
2020-03-29,WV,113
2020-03-29,WI,1276
2020-03-29,WA,5429
2020-03-29,VT,234
2020-03-29,VI,23
2020-03-29,VA,890
2020-03-29,UT,719
2020-03-29,TX,2552
2020-03-29,TN,1537
2020-03-29,SD,90
2020-03-29,SC,774
2020-03-29,RI,417
2020-03-29,PR,127
2020-03-29,PA,3394
2020-03-29,OR,479
2020-03-29,OK,429
2020-03-29,OH,1653
2020-03-29,NY,59513
2020-03-29,NV,738
2020-03-29,NM,237
2020-03-29,NJ,13386
2020-03-29,NH,214
2020-03-29,NE,108
2020-03-29,ND,97
2020-03-29,NC,1040
2020-03-29,MT,154
2020-03-29,MS,758
2020-03-29,MP,2
2020-03-29,MO,838
2020-03-29,MN,725
2020-03-29,MI,15784
2020-03-29,ME,253
2020-03-29,MD,1239
2020-03-29,MA,4856
2020-03-29,LA,3540
2020-03-29,KY,394
2020-03-29,KS,319
2020-03-29,IN,1514
2020-03-29,IL,4596
2020-03-29,ID,261
2020-03-29,IA,336
2020-03-29,HI,151
2020-03-29,GU,56
2020-03-29,GA,2651
2020-03-29,FL,3884
2020-03-29,DE,232
2020-03-29,DC,342
2020-03-29,CT,1993
2020-03-29,CO,2307
2020-03-29,CA,5708
2020-03-29,AZ,919
2020-03-29,AR,426
2020-03-29,AL,806
2020-03-29,AK,110
2020-03-30,WY,94
2020-03-30,WV,126
2020-03-30,WI,1422
2020-03-30,WA,5716
2020-03-30,VT,256
2020-03-30,VI,30
2020-03-30,VA,1020
2020-03-30,UT,806
2020-03-30,TX,2874
2020-03-30,TN,1834
2020-03-30,SD,101
2020-03-30,SC,925
2020-03-30,RI,495
2020-03-30,PR,174
2020-03-30,PA,4087
2020-03-30,OR,548
2020-03-30,OK,481
2020-03-30,OH,1933
2020-03-30,NY,66497
2020-03-30,NV,996
2020-03-30,NM,281
2020-03-30,NJ,16636
2020-03-30,NH,314
2020-03-30,NE,145
2020-03-30,ND,107
2020-03-30,NC,1307
2020-03-30,MT,171
2020-03-30,MS,847
2020-03-30,MP,2
2020-03-30,MO,1031
2020-03-30,MN,823
2020-03-30,MI,17363
2020-03-30,ME,275
2020-03-30,MD,1413
2020-03-30,MA,5653
2020-03-30,LA,4025
2020-03-30,KY,439
2020-03-30,KS,368
2020-03-30,IN,1786
2020-03-30,IL,5057
2020-03-30,ID,310
2020-03-30,IA,424
2020-03-30,HI,175
2020-03-30,GU,58
2020-03-30,GA,2809
2020-03-30,FL,4760
2020-03-30,DE,264
2020-03-30,DC,401
2020-03-30,CT,2571
2020-03-30,CO,2627
2020-03-30,CA,6447
2020-03-30,AZ,1157
2020-03-30,AR,473
2020-03-30,AL,859
2020-03-30,AK,118
2020-03-31,WY,109
2020-03-31,WV,162
2020-03-31,WI,1585
2020-03-31,WA,5957
2020-03-31,VT,293
2020-03-31,VI,30
2020-03-31,VA,1250
2020-03-31,UT,887
2020-03-31,TX,3266
2020-03-31,TN,2239
2020-03-31,SD,108
2020-03-31,SC,1083
2020-03-31,RI,568
2020-03-31,PR,239
2020-03-31,PA,4843
2020-03-31,OR,606
2020-03-31,OK,565
2020-03-31,OH,2199
2020-03-31,NY,75795
2020-03-31,NV,1113
2020-03-31,NM,315
2020-03-31,NJ,18696
2020-03-31,NH,314
2020-03-31,NE,172
2020-03-31,ND,117
2020-03-31,NC,1498
2020-03-31,MT,184
2020-03-31,MS,937
2020-03-31,MP,2
2020-03-31,MO,1327
2020-03-31,MN,916
2020-03-31,MI,18654
2020-03-31,ME,303
2020-03-31,MD,1660
2020-03-31,MA,6521
2020-03-31,LA,5237
2020-03-31,KY,480
2020-03-31,KS,428
2020-03-31,IN,2159
2020-03-31,IL,5994
2020-03-31,ID,415
2020-03-31,IA,497
2020-03-31,HI,204
2020-03-31,GU,69
2020-03-31,GA,3929
2020-03-31,FL,5612
2020-03-31,DE,319
2020-03-31,DC,495
2020-03-31,CT,3128
2020-03-31,CO,2966
2020-03-31,CA,7482
2020-03-31,AZ,1289
2020-03-31,AR,523
2020-03-31,AL,981
2020-03-31,AK,128
2020-04-01,WY,130
2020-04-01,WV,191
2020-04-01,WI,1821
2020-04-01,WA,6525
2020-04-01,VT,320
2020-04-01,VI,30
2020-04-01,VA,1484
2020-04-01,UT,1012
2020-04-01,TX,3996
2020-04-01,TN,2683
2020-04-01,SD,129
2020-04-01,SC,1293
2020-04-01,RI,668
2020-04-01,PR,286
2020-04-01,PA,5805
2020-04-01,OR,690
2020-04-01,OK,719
2020-04-01,OH,2547
2020-04-01,NY,83712
2020-04-01,NV,1279
2020-04-01,NM,363
2020-04-01,NJ,22255
2020-04-01,NH,415
2020-04-01,NE,210
2020-04-01,ND,139
2020-04-01,NC,1584
2020-04-01,MT,208
2020-04-01,MS,1073
2020-04-01,MP,6
2020-04-01,MO,1581
2020-04-01,MN,973
2020-04-01,MI,20246
2020-04-01,ME,344
2020-04-01,MD,1985
2020-04-01,MA,7639
2020-04-01,LA,6424
2020-04-01,KY,591
2020-04-01,KS,482
2020-04-01,IN,2565
2020-04-01,IL,6980
2020-04-01,ID,525
2020-04-01,IA,549
2020-04-01,HI,208
2020-04-01,GU,77
2020-04-01,GA,4638
2020-04-01,FL,6516
2020-04-01,DE,368
2020-04-01,DC,586
2020-04-01,CT,3557
2020-04-01,CO,3342
2020-04-01,CA,8155
2020-04-01,AZ,1413
2020-04-01,AR,584
2020-04-01,AL,1077
2020-04-01,AK,141
2020-04-02,WY,150
2020-04-02,WV,217
2020-04-02,WI,2040
2020-04-02,WA,6987
2020-04-02,VT,359
2020-04-02,VI,33
2020-04-02,VA,1706
2020-04-02,UT,1074
2020-04-02,TX,4665
2020-04-02,TN,2845
2020-04-02,SD,165
2020-04-02,SC,1554
2020-04-02,RI,730
2020-04-02,PR,316
2020-04-02,PA,7016
2020-04-02,OR,736
2020-04-02,OK,879
2020-04-02,OH,2902
2020-04-02,NY,92381
2020-04-02,NV,1458
2020-04-02,NM,403
2020-04-02,NJ,25590
2020-04-02,NH,415
2020-04-02,NE,246
2020-04-02,ND,159
2020-04-02,NC,1857
2020-04-02,MT,227
2020-04-02,MS,1177
2020-04-02,MP,8
2020-04-02,MO,1834
2020-04-02,MN,1056
2020-04-02,MI,21376
2020-04-02,ME,376
2020-04-02,MD,2331
2020-04-02,MA,8867
2020-04-02,LA,9150
2020-04-02,KY,680
2020-04-02,KS,552
2020-04-02,IN,3039
2020-04-02,IL,7695
2020-04-02,ID,669
2020-04-02,IA,614
2020-04-02,HI,258
2020-04-02,GU,82
2020-04-02,GA,5348
2020-04-02,FL,7548
2020-04-02,DE,393
2020-04-02,DC,653
2020-04-02,CT,3824
2020-04-02,CO,3728
2020-04-02,CA,9191
2020-04-02,AZ,1598
2020-04-02,AR,643
2020-04-02,AL,1233
2020-04-02,AK,149
2020-04-03,WY,162
2020-04-03,WV,237
2020-04-03,WI,2263
2020-04-03,WA,7439
2020-04-03,VT,390
2020-04-03,VI,38
2020-04-03,VA,2012
2020-04-03,UT,1246
2020-04-03,TX,5324
2020-04-03,TN,3067
2020-04-03,SD,187
2020-04-03,SC,1554
2020-04-03,RI,831
2020-04-03,PR,378
2020-04-03,PA,8420
2020-04-03,OR,826
2020-04-03,OK,988
2020-04-03,OH,3312
2020-04-03,NY,102863
2020-04-03,NV,1514
2020-04-03,NM,495
2020-04-03,NJ,29895
2020-04-03,NH,479
2020-04-03,NE,279
2020-04-03,ND,173
2020-04-03,NC,2093
2020-04-03,MT,243
2020-04-03,MS,1358
2020-04-03,MP,8
2020-04-03,MO,2113
2020-04-03,MN,1119
2020-04-03,MI,22579
2020-04-03,ME,432
2020-04-03,MD,2758
2020-04-03,MA,10303
2020-04-03,LA,10297
2020-04-03,KY,770
2020-04-03,KS,620
2020-04-03,IN,3437
2020-04-03,IL,8904
2020-04-03,ID,891
2020-04-03,IA,699
2020-04-03,HI,285
2020-04-03,GU,84
2020-04-03,GA,5831
2020-04-03,FL,8816
2020-04-03,DE,450
2020-04-03,DC,757
2020-04-03,CT,4914
2020-04-03,CO,4173
2020-04-03,CA,10701
2020-04-03,AZ,1769
2020-04-03,AR,704
2020-04-03,AL,1432
2020-04-03,AK,160
2020-04-04,WY,187
2020-04-04,WV,282
2020-04-04,WI,2476
2020-04-04,WA,7838
2020-04-04,VT,460
2020-04-04,VI,40
2020-04-04,VA,2407
2020-04-04,UT,1428
2020-04-04,TX,6112
2020-04-04,TN,3321
2020-04-04,SD,212
2020-04-04,SC,1917
2020-04-04,RI,968
2020-04-04,PR,452
2020-04-04,PA,10017
2020-04-04,OR,899
2020-04-04,OK,1159
2020-04-04,OH,3739
2020-04-04,NY,113704
2020-04-04,NV,1742
2020-04-04,NM,543
2020-04-04,NJ,34124
2020-04-04,NH,540
2020-04-04,NE,321
2020-04-04,ND,186
2020-04-04,NC,2402
2020-04-04,MT,265
2020-04-04,MS,1455
2020-04-04,MP,8
2020-04-04,MO,2291
2020-04-04,MN,1158
2020-04-04,MI,23581
2020-04-04,ME,456
2020-04-04,MD,3125
2020-04-04,MA,11637
2020-04-04,LA,12496
2020-04-04,KY,831
2020-04-04,KS,698
2020-04-04,IN,3953
2020-04-04,IL,10357
2020-04-04,ID,1013
2020-04-04,IA,786
2020-04-04,HI,319
2020-04-04,GU,93
2020-04-04,GA,6160
2020-04-04,FL,10097
2020-04-04,DE,593
2020-04-04,DC,902
2020-04-04,CT,5276
2020-04-04,CO,4565
2020-04-04,CA,12026
2020-04-04,AZ,2019
2020-04-04,AR,743
2020-04-04,AL,1580
2020-04-04,AK,171
2020-04-05,WY,197
2020-04-05,WV,324
2020-04-05,WI,2643
2020-04-05,WA,8254
2020-04-05,VT,512
2020-04-05,VI,42
2020-04-05,VA,2637
2020-04-05,UT,1605
2020-04-05,TX,6793
2020-04-05,TN,3633
2020-04-05,SD,240
2020-04-05,SC,2049
2020-04-05,RI,1150
2020-04-05,PR,475
2020-04-05,PA,11510
2020-04-05,OR,999
2020-04-05,OK,1252
2020-04-05,OH,4043
2020-04-05,NY,122031
2020-04-05,NV,1836
2020-04-05,NM,624
2020-04-05,NJ,37505
2020-04-05,NH,621
2020-04-05,NE,363
2020-04-05,ND,207
2020-04-05,NC,2585
2020-04-05,MT,286
2020-04-05,MS,1638
2020-04-05,MP,8
2020-04-05,MO,2367
2020-04-05,MN,1217
2020-04-05,MI,24458
2020-04-05,ME,470
2020-04-05,MD,3609
2020-04-05,MA,12402
2020-04-05,LA,13010
2020-04-05,KY,917
2020-04-05,KS,747
2020-04-05,IN,4411
2020-04-05,IL,11256
2020-04-05,ID,1077
2020-04-05,IA,868
2020-04-05,HI,351
2020-04-05,GU,112
2020-04-05,GA,6647
2020-04-05,FL,11245
2020-04-05,DE,673
2020-04-05,DC,998
2020-04-05,CT,5675
2020-04-05,CO,4950
2020-04-05,CA,13438
2020-04-05,AZ,2269
2020-04-05,AR,830
2020-04-05,AL,1796
2020-04-05,AK,185
2020-04-06,WY,210
2020-04-06,WV,345
2020-04-06,WI,2866
2020-04-06,WA,8461
2020-04-06,VT,543
2020-04-06,VI,43
2020-04-06,VA,2878
2020-04-06,UT,1675
2020-04-06,TX,7273
2020-04-06,TN,3802
2020-04-06,SD,288
2020-04-06,SC,2049
2020-04-06,RI,1356
2020-04-06,PR,513
2020-04-06,PA,12980
2020-04-06,OR,1068
2020-04-06,OK,1327
2020-04-06,OH,4450
2020-04-06,NY,130689
2020-04-06,NV,1953
2020-04-06,NM,686
2020-04-06,NJ,41090
2020-04-06,NH,669
2020-04-06,NE,409
2020-04-06,ND,225
2020-04-06,NC,2870
2020-04-06,MT,299
2020-04-06,MS,1738
2020-04-06,MP,8
2020-04-06,MO,2722
2020-04-06,MN,1330
2020-04-06,MI,25785
2020-04-06,ME,499
2020-04-06,MD,4045
2020-04-06,MA,13739
2020-04-06,LA,14867
2020-04-06,KY,955
2020-04-06,KS,845
2020-04-06,IN,4944
2020-04-06,IL,12262
2020-04-06,ID,1101
2020-04-06,IA,946
2020-04-06,HI,371
2020-04-06,GU,113
2020-04-06,GA,7314
2020-04-06,FL,12008
2020-04-06,DE,673
2020-04-06,DC,1097
2020-04-06,CT,6906
2020-04-06,CO,5172
2020-04-06,CA,14336
2020-04-06,AZ,2456
2020-04-06,AR,875
2020-04-06,AL,1968
2020-04-06,AK,191
2020-04-07,WY,216
2020-04-07,WV,412
2020-04-07,WI,3064
2020-04-07,WA,8632
2020-04-07,VT,575
2020-04-07,VI,43
2020-04-07,VA,3333
2020-04-07,UT,1738
2020-04-07,TX,8261
2020-04-07,TN,4138
2020-04-07,SD,320
2020-04-07,SC,2417
2020-04-07,RI,1617
2020-04-07,PR,573
2020-04-07,PA,14559
2020-04-07,OR,1132
2020-04-07,OK,1472
2020-04-07,OH,4782
2020-04-07,NY,138863
2020-04-07,NV,2087
2020-04-07,NM,794
2020-04-07,NJ,44416
2020-04-07,NH,715
2020-04-07,NE,447
2020-04-07,ND,237
2020-04-07,NC,3221
2020-04-07,MT,319
2020-04-07,MS,1915
2020-04-07,MP,8
2020-04-07,MO,3037
2020-04-07,MN,1432
2020-04-07,MI,26964
2020-04-07,ME,519
2020-04-07,MD,4371
2020-04-07,MA,15104
2020-04-07,LA,16284
2020-04-07,KY,1008
2020-04-07,KS,900
2020-04-07,IN,5507
2020-04-07,IL,13549
2020-04-07,ID,1170
2020-04-07,IA,1048
2020-04-07,HI,387
2020-04-07,GU,121
2020-04-07,GA,8818
2020-04-07,FL,13167
2020-04-07,DE,928
2020-04-07,DC,1211
2020-04-07,CT,7781
2020-04-07,CO,5429
2020-04-07,CA,15865
2020-04-07,AZ,2575
2020-04-07,AR,946
2020-04-07,AL,2119
2020-04-07,AK,213
2020-04-08,WY,303
2020-04-08,WV,462
2020-04-08,WI,3279
2020-04-08,WA,9027
2020-04-08,VT,608
2020-04-08,VI,45
2020-04-08,VA,3645
2020-04-08,UT,1846
2020-04-08,TX,9353
2020-04-08,TN,4362
2020-04-08,SD,393
2020-04-08,SC,2552
2020-04-08,RI,1890
2020-04-08,PR,620
2020-04-08,PA,16239
2020-04-08,OR,1181
2020-04-08,OK,1524
2020-04-08,OH,5148
2020-04-08,NY,149316
2020-04-08,NV,2318
2020-04-08,NM,865
2020-04-08,NJ,47437
2020-04-08,NH,788
2020-04-08,NE,519
2020-04-08,ND,251
2020-04-08,NC,3426
2020-04-08,MT,332
2020-04-08,MS,2003
2020-04-08,MP,11
2020-04-08,MO,3327
2020-04-08,MN,1534
2020-04-08,MI,28064
2020-04-08,ME,537
2020-04-08,MD,5529
2020-04-08,MA,16692
2020-04-08,LA,17030
2020-04-08,KY,1149
2020-04-08,KS,1046
2020-04-08,IN,5943
2020-04-08,IL,15078
2020-04-08,ID,1210
2020-04-08,IA,1145
2020-04-08,HI,410
2020-04-08,GU,125
2020-04-08,GA,9901
2020-04-08,FL,14173
2020-04-08,DE,928
2020-04-08,DC,1440
2020-04-08,CT,7781
2020-04-08,CO,5655
2020-04-08,CA,16957
2020-04-08,AZ,2726
2020-04-08,AR,1000
2020-04-08,AL,2369
2020-04-08,AK,226
2020-04-09,WY,320
2020-04-09,WV,523
2020-04-09,WI,3443
2020-04-09,WA,9440
2020-04-09,VT,631
2020-04-09,VI,46
2020-04-09,VA,4042
2020-04-09,UT,1976
2020-04-09,TX,10230
2020-04-09,TN,4634
2020-04-09,SD,447
2020-04-09,SC,2792
2020-04-09,RI,2169
2020-04-09,PR,683
2020-04-09,PA,18228
2020-04-09,OR,1239
2020-04-09,OK,1684
2020-04-09,OH,5512
2020-04-09,NY,159937
2020-04-09,NV,2456
2020-04-09,NM,1091
2020-04-09,NJ,51027
2020-04-09,NH,788
2020-04-09,NE,567
2020-04-09,ND,269
2020-04-09,NC,3651
2020-04-09,MT,354
2020-04-09,MS,2260
2020-04-09,MP,11
2020-04-09,MO,3539
2020-04-09,MN,1637
2020-04-09,MI,29096
2020-04-09,ME,560
2020-04-09,MD,6185
2020-04-09,MA,18843
2020-04-09,LA,18283
2020-04-09,KY,1346
2020-04-09,KS,1106
2020-04-09,IN,6351
2020-04-09,IL,16422
2020-04-09,ID,1232
2020-04-09,IA,1270
2020-04-09,HI,435
2020-04-09,GU,128
2020-04-09,GA,10566
2020-04-09,FL,15219
2020-04-09,DE,1207
2020-04-09,DC,1523
2020-04-09,CT,9784
2020-04-09,CO,6202
2020-04-09,CA,18309
2020-04-09,AZ,3018
2020-04-09,AR,1119
2020-04-09,AL,2769
2020-04-09,AK,235
2020-04-10,WY,340
2020-04-10,WV,554
2020-04-10,WI,3665
2020-04-10,WA,9786
2020-04-10,VT,680
2020-04-10,VI,50
2020-04-10,VA,4509
2020-04-10,UT,2102
2020-04-10,TX,11671
2020-04-10,TN,4862
2020-04-10,SD,536
2020-04-10,SC,3065
2020-04-10,RI,2573
2020-04-10,PR,725
2020-04-10,PA,19979
2020-04-10,OR,1321
2020-04-10,OK,1794
2020-04-10,OH,5878
2020-04-10,NY,170512
2020-04-10,NV,2584
2020-04-10,NM,1091
2020-04-10,NJ,54588
2020-04-10,NH,819
2020-04-10,NE,635
2020-04-10,ND,278
2020-04-10,NC,3908
2020-04-10,MT,365
2020-04-10,MS,2469
2020-04-10,MP,11
2020-04-10,MO,3799
2020-04-10,MN,1732
2020-04-10,MI,30172
2020-04-10,ME,586
2020-04-10,MD,6968
2020-04-10,MA,20878
2020-04-10,LA,19253
2020-04-10,KY,1693
2020-04-10,KS,1166
2020-04-10,IN,6907
2020-04-10,IL,17887
2020-04-10,ID,1353
2020-04-10,IA,1388
2020-04-10,HI,442
2020-04-10,GU,130
2020-04-10,GA,11483
2020-04-10,FL,16252
2020-04-10,DE,1326
2020-04-10,DC,1660
2020-04-10,CT,10538
2020-04-10,CO,6510
2020-04-10,CA,19472
2020-04-10,AZ,3112
2020-04-10,AR,1171
2020-04-10,AL,2968
2020-04-10,AK,246
2020-04-11,WY,343
2020-04-11,WV,577
2020-04-11,WI,3822
2020-04-11,WA,10149
2020-04-11,VT,713
2020-04-11,VI,51
2020-04-11,VA,5077
2020-04-11,UT,2206
2020-04-11,TX,12561
2020-04-11,TN,5114
2020-04-11,SD,626
2020-04-11,SC,3207
2020-04-11,RI,2853
2020-04-11,PR,788
2020-04-11,PA,21655
2020-04-11,OR,1321
2020-04-11,OK,1868
2020-04-11,OH,6250
2020-04-11,NY,180458
2020-04-11,NV,2700
2020-04-11,NM,1174
2020-04-11,NJ,58151
2020-04-11,NH,885
2020-04-11,NE,700
2020-04-11,ND,293
2020-04-11,NC,4312
2020-04-11,MT,377
2020-04-11,MS,2642
2020-04-11,MP,11
2020-04-11,MO,4024
2020-04-11,MN,1806
2020-04-11,MI,30980
2020-04-11,ME,616
2020-04-11,MD,7694
2020-04-11,MA,22766
2020-04-11,LA,20014
2020-04-11,KY,1693
2020-04-11,KS,1268
2020-04-11,IN,7435
2020-04-11,IL,19180
2020-04-11,ID,1396
2020-04-11,IA,1510
2020-04-11,HI,465
2020-04-11,GU,133
2020-04-11,GA,12159
2020-04-11,FL,17340
2020-04-11,DE,1479
2020-04-11,DC,1778
2020-04-11,CT,11510
2020-04-11,CO,6893
2020-04-11,CA,20615
2020-04-11,AZ,3393
2020-04-11,AR,1226
2020-04-11,AL,3191
2020-04-11,AK,257
2020-04-12,WY,364
2020-04-12,WV,611
2020-04-12,WI,3964
2020-04-12,WA,10458
2020-04-12,VT,733
2020-04-12,VI,51
2020-04-12,VA,5274
2020-04-12,UT,2303
2020-04-12,TX,13484
2020-04-12,TN,5308
2020-04-12,SD,730
2020-04-12,SC,3319
2020-04-12,RI,3142
2020-04-12,PR,897
2020-04-12,PA,22833
2020-04-12,OR,1371
2020-04-12,OK,1970
2020-04-12,OH,6604
2020-04-12,NY,188694
2020-04-12,NV,2836
2020-04-12,NM,1245
2020-04-12,NJ,61850
2020-04-12,NH,929
2020-04-12,NE,791
2020-04-12,ND,308
2020-04-12,NC,4520
2020-04-12,MT,387
2020-04-12,MS,2781
2020-04-12,MP,11
2020-04-12,MO,4160
2020-04-12,MN,1864
2020-04-12,MI,31666
2020-04-12,ME,633
2020-04-12,MD,8225
2020-04-12,MA,25381
2020-04-12,LA,20595
2020-04-12,KY,1840
2020-04-12,KS,1337
2020-04-12,IN,7928
2020-04-12,IL,20852
2020-04-12,ID,1407
2020-04-12,IA,1587
2020-04-12,HI,486
2020-04-12,GU,133
2020-04-12,GA,12452
2020-04-12,FL,18404
2020-04-12,DE,1479
2020-04-12,DC,1875
2020-04-12,CT,12035
2020-04-12,CO,7303
2020-04-12,CA,21794
2020-04-12,AZ,3539
2020-04-12,AR,1280
2020-04-12,AL,3525
2020-04-12,AK,272
2020-04-13,WY,373
2020-04-13,WV,626
2020-04-13,WI,4080
2020-04-13,WA,10613
2020-04-13,VT,754
2020-04-13,VI,51
2020-04-13,VA,5747
2020-04-13,UT,2363
2020-04-13,TX,13906
2020-04-13,TN,5610
2020-04-13,SD,868
2020-04-13,SC,3319
2020-04-13,RI,3329
2020-04-13,PR,903
2020-04-13,PA,24199
2020-04-13,OR,1527
2020-04-13,OK,2069
2020-04-13,OH,6975
2020-04-13,NY,195031
2020-04-13,NV,2971
2020-04-13,NM,1345
2020-04-13,NJ,64584
2020-04-13,NH,985
2020-04-13,NE,814
2020-04-13,ND,331
2020-04-13,NC,4816
2020-04-13,MT,394
2020-04-13,MS,2942
2020-04-13,MP,11
2020-04-13,MO,4388
2020-04-13,MN,2012
2020-04-13,MI,32702
2020-04-13,ME,698
2020-04-13,MD,8936
2020-04-13,MA,26794
2020-04-13,LA,21016
2020-04-13,KY,1963
2020-04-13,KS,1376
2020-04-13,IN,8236
2020-04-13,IL,22025
2020-04-13,ID,1426
2020-04-13,IA,1710
2020-04-13,HI,499
2020-04-13,GU,133
2020-04-13,GA,13315
2020-04-13,FL,19213
2020-04-13,DE,1625
2020-04-13,DC,1955
2020-04-13,CT,13381
2020-04-13,CO,7691
2020-04-13,CA,22348
2020-04-13,AZ,3702
2020-04-13,AR,1410
2020-04-13,AL,3734
2020-04-13,AK,277
2020-04-14,WY,383
2020-04-14,WV,640
2020-04-14,WI,4246
2020-04-14,WA,10703
2020-04-14,VT,761
2020-04-14,VI,51
2020-04-14,VA,6171
2020-04-14,UT,2412
2020-04-14,TX,14624
2020-04-14,TN,5823
2020-04-14,SD,988
2020-04-14,SC,3553
2020-04-14,RI,3596
2020-04-14,PR,923
2020-04-14,PA,25345
2020-04-14,OR,1584
2020-04-14,OK,2184
2020-04-14,OH,7280
2020-04-14,NY,202208
2020-04-14,NV,3088
2020-04-14,NM,1407
2020-04-14,NJ,68824
2020-04-14,NH,1020
2020-04-14,NE,871
2020-04-14,ND,341
2020-04-14,NC,5024
2020-04-14,MT,399
2020-04-14,MS,3087
2020-04-14,MP,13
2020-04-14,MO,4686
2020-04-14,MN,2165
2020-04-14,MI,33613
2020-04-14,ME,734
2020-04-14,MD,9472
2020-04-14,MA,28109
2020-04-14,LA,21518
2020-04-14,KY,2048
2020-04-14,KS,1426
2020-04-14,IN,8527
2020-04-14,IL,23247
2020-04-14,ID,1453
2020-04-14,IA,1899
2020-04-14,HI,504
2020-04-14,GU,133
2020-04-14,GA,14223
2020-04-14,FL,20135
2020-04-14,DE,1761
2020-04-14,DC,2058
2020-04-14,CT,13989
2020-04-14,CO,7941
2020-04-14,CA,23338
2020-04-14,AZ,3806
2020-04-14,AR,1480
2020-04-14,AL,3876
2020-04-14,AK,285
2020-04-15,WY,393
2020-04-15,WV,702
2020-04-15,WI,4453
2020-04-15,WA,11074
2020-04-15,VT,770
2020-04-15,VI,51
2020-04-15,VA,6500
2020-04-15,UT,2542
2020-04-15,TX,15492
2020-04-15,TN,6079
2020-04-15,SD,1168
2020-04-15,SC,3656
2020-04-15,RI,3903
2020-04-15,PR,974
2020-04-15,PA,26490
2020-04-15,OR,1633
2020-04-15,OK,2263
2020-04-15,OH,7791
2020-04-15,NY,213779
2020-04-15,NV,3211
2020-04-15,NM,1484
2020-04-15,NJ,71030
2020-04-15,NH,1139
2020-04-15,NE,901
2020-04-15,ND,364
2020-04-15,NC,5123
2020-04-15,MT,404
2020-04-15,MS,3360
2020-04-15,MP,13
2020-04-15,MO,4895
2020-04-15,MN,2321
2020-04-15,MI,34533
2020-04-15,ME,770
2020-04-15,MD,10032
2020-04-15,MA,29970
2020-04-15,LA,21951
2020-04-15,KY,2210
2020-04-15,KS,1494
2020-04-15,IN,8955
2020-04-15,IL,24593
2020-04-15,ID,1464
2020-04-15,IA,1995
2020-04-15,HI,517
2020-04-15,GU,133
2020-04-15,GA,14987
2020-04-15,FL,20727
2020-04-15,DE,2014
2020-04-15,DC,2197
2020-04-15,CT,14755
2020-04-15,CO,8280
2020-04-15,CA,24424
2020-04-15,AZ,3962
2020-04-15,AR,1569
2020-04-15,AL,4113
2020-04-15,AK,293
2020-04-16,WY,401
2020-04-16,WV,739
2020-04-16,WI,4636
2020-04-16,WA,11376
2020-04-16,VT,779
2020-04-16,VI,51
2020-04-16,VA,6889
2020-04-16,UT,2683
2020-04-16,TX,16455
2020-04-16,TN,6262
2020-04-16,SD,1311
2020-04-16,SC,3656
2020-04-16,RI,4295
2020-04-16,PR,1043
2020-04-16,PA,27735
2020-04-16,OR,1663
2020-04-16,OK,2357
2020-04-16,OH,8414
2020-04-16,NY,222284
2020-04-16,NV,3321
2020-04-16,NM,1597
2020-04-16,NJ,75317
2020-04-16,NH,1139
2020-04-16,NE,952
2020-04-16,ND,392
2020-04-16,NC,5465
2020-04-16,MT,415
2020-04-16,MS,3624
2020-04-16,MP,13
2020-04-16,MO,5111
2020-04-16,MN,2486
2020-04-16,MI,35455
2020-04-16,ME,796
2020-04-16,MD,10784
2020-04-16,MA,32492
2020-04-16,LA,22532
2020-04-16,KY,2291
2020-04-16,KS,1588
2020-04-16,IN,9542
2020-04-16,IL,25733
2020-04-16,ID,1587
2020-04-16,IA,2141
2020-04-16,HI,530
2020-04-16,GU,133
2020-04-16,GA,15669
2020-04-16,FL,21624
2020-04-16,DE,2075
2020-04-16,DC,2350
2020-04-16,CT,15884
2020-04-16,CO,8675
2020-04-16,CA,26182
2020-04-16,AZ,4234
2020-04-16,AR,1620
2020-04-16,AL,4345
2020-04-16,AK,300
2020-04-17,WY,412
2020-04-17,WV,754
2020-04-17,WI,4839
2020-04-17,WA,11705
2020-04-17,VT,792
2020-04-17,VI,51
2020-04-17,VA,7491
2020-04-17,UT,2805
2020-04-17,TX,17371
2020-04-17,TN,6589
2020-04-17,SD,1411
2020-04-17,SC,3931
2020-04-17,RI,4585
2020-04-17,PR,1068
2020-04-17,PA,29441
2020-04-17,OR,1736
2020-04-17,OK,2465
2020-04-17,OH,9107
2020-04-17,NY,229642
2020-04-17,NV,3524
2020-04-17,NM,1711
2020-04-17,NJ,78467
2020-04-17,NH,1287
2020-04-17,NE,1066
2020-04-17,ND,438
2020-04-17,NC,5859
2020-04-17,MT,422
2020-04-17,MS,3793
2020-04-17,MP,13
2020-04-17,MO,5283
2020-04-17,MN,2668
2020-04-17,MI,36320
2020-04-17,ME,827
2020-04-17,MD,11572
2020-04-17,MA,35125
2020-04-17,LA,23118
2020-04-17,KY,2429
2020-04-17,KS,1705
